Loan_ID,Age,Employment_Type,Annual_Income_INR,Credit_Score,Loan_Purpose,Loan_Amount_INR,Loan_Term_Months,Existing_Loans,Debt_to_Income_Ratio,Interest_Rate_Pct,Region,Loan_Status,Default_Flag
LN100303,28,Self-Employed,417700,579,Vehicle,400000,48,1,34.5,13.42,East,Rejected,No
LN100304,37,Salaried,376100,652,Home,574000,72,1,36.6,11.79,Central,Rejected,No
LN100305,30,Business Owner,366000,601,Home,213000,36,1,19.8,13.98,Central,Rejected,No
LN100306,53,Salaried,462700,716,Personal,545000,12,1,44.3,12.39,Central,Rejected,No
LN100307,36,Salaried,367900,733,Home,385000,60,0,47.2,12.26,East,Rejected,No
LN100308,50,Self-Employed,275000,717,Home,460000,36,0,9.6,11.28,North,Approved,No
LN100309,23,Salaried,733400,649,Vehicle,297000,60,1,53.2,13.29,South,Rejected,No
LN100310,39,Salaried,739500,716,Education,331000,12,0,23.6,12.05,East,Rejected,No
LN100311,57,Salaried,1656400,669,Personal,2838000,60,0,39.1,11.85,North,Rejected,No
LN100312,58,Salaried,450100,626,Vehicle,120000,36,0,32.9,12.49,North,Rejected,No
LN100313,29,Salaried,765000,748,Home,902000,72,2,31.3,11.7,South,Approved,No
LN100314,36,Salaried,772000,753,Business,157000,60,1,29.5,11.95,South,Approved,No
LN100315,37,Salaried,565300,762,Vehicle,131000,12,1,20.1,11.65,East,Approved,No
LN100316,43,Salaried,978800,660,Personal,1092000,60,2,38.3,12.62,Central,Rejected,No
LN100317,42,Salaried,995600,777,Home,1033000,60,1,28.6,10.94,South,Rejected,No
LN100318,25,Self-Employed,778300,668,Personal,836000,60,2,16.3,11.47,North,Approved,No
LN100319,51,Salaried,564700,742,Education,511000,84,1,19.6,10.54,East,Approved,No
LN100320,30,Student,68631,667,Vehicle,93000,72,0,16.5,12.32,South,Approved,No
LN100321,33,Business Owner,306300,685,Education,547000,36,1,25.7,11.56,Central,Rejected,No
LN100322,54,Salaried,417300,543,Medical,237000,36,0,37.8,13.29,South,Approved,No
LN100323,48,Salaried,461700,680,Education,300000,36,2,23.5,12.14,South,Approved,No
LN100324,36,Self-Employed,350300,706,Medical,227000,60,1,43.7,12.27,West,Rejected,No
LN100325,57,Business Owner,827900,673,Medical,1157000,84,1,30.6,12.2,East,Approved,No
LN100326,36,Self-Employed,1255300,814,Vehicle,868000,60,0,28.5,10.39,East,Approved,No
LN100327,43,Business Owner,394500,624,Education,493000,36,0,32.2,12.83,North,Rejected,No
LN100328,30,Self-Employed,759700,663,Vehicle,652000,84,1,48.7,12.52,South,Approved,No
LN100329,28,Self-Employed,368000,641,Medical,417000,60,0,15.5,12.02,North,Approved,No
LN100330,40,Salaried,549600,663,Personal,830000,36,1,51.9,13.63,West,Approved,No
LN100331,43,Self-Employed,444700,767,Personal,433000,84,2,43.5,12.13,South,Rejected,No
LN100332,53,Salaried,905100,796,Home,822000,36,3,31.7,10.85,North,Rejected,No
LN100333,36,Self-Employed,447500,654,Business,248000,60,1,46.2,12.64,East,Rejected,No
LN100334,56,Business Owner,1133900,653,Home,1108000,48,1,28.1,13.42,East,Rejected,No
LN100335,45,Salaried,567800,625,Home,310000,84,0,35.4,12.49,South,Rejected,No
LN100336,23,Self-Employed,454700,785,Education,698000,36,0,25.5,11.21,Central,Approved,Yes
LN100337,50,Salaried,326200,773,Vehicle,248000,36,0,43.6,12.2,East,Approved,No
LN100338,43,Self-Employed,747100,693,Business,239000,60,1,23.5,12.02,Central,Rejected,No
LN100339,36,Salaried,1063500,609,Business,540000,72,1,31.4,12.48,South,Rejected,No
LN100340,39,Business Owner,755400,615,Home,762000,24,1,40.1,12.39,East,Rejected,No
LN100341,33,Salaried,2226800,711,Vehicle,3691000,36,2,44.6,12.24,South,Rejected,No
LN100342,45,Student,108363,736,Business,66000,84,1,22.1,11.95,South,Approved,Yes
LN100343,43,Business Owner,548900,566,Personal,302000,60,0,41.0,14.25,North,Rejected,No
LN100344,38,Self-Employed,545700,679,Home,432000,36,2,20.2,10.87,North,Rejected,No
LN100345,32,Business Owner,841600,805,Vehicle,1469000,36,2,6.2,11.77,Central,Approved,No
LN100346,36,Business Owner,410000,686,Personal,630000,48,0,23.0,11.71,Central,Rejected,No
LN100347,40,Student,111453,797,Medical,40000,60,1,42.0,12.15,North,Approved,No
LN100348,39,Salaried,793000,742,Personal,907000,60,1,31.9,11.17,North,Rejected,No
LN100349,33,Self-Employed,748500,630,Home,1082000,60,0,25.6,11.3,North,Approved,No
LN100350,44,Salaried,948400,681,Personal,1333000,12,0,32.7,11.28,East,Approved,No
LN100351,30,Self-Employed,1676600,692,Education,1561000,72,0,32.3,11.86,South,Rejected,No
LN100352,41,Salaried,714100,638,Business,960000,12,0,39.5,13.08,West,Rejected,No
LN100353,25,Self-Employed,610800,637,Vehicle,667000,72,0,12.7,12.07,North,Rejected,No
LN100354,39,Self-Employed,1490400,798,Home,659000,12,0,30.8,11.04,West,Approved,Yes
LN100355,52,Salaried,1106700,636,Vehicle,216000,24,2,33.5,13.36,Central,Approved,No
LN100356,53,Self-Employed,544800,770,Education,397000,24,1,15.6,11.06,North,Approved,No
LN100357,48,Business Owner,651900,672,Education,134000,36,2,15.5,12.03,Central,Rejected,No
LN100358,50,Business Owner,723700,698,Personal,558000,48,0,27.6,14.11,Central,Approved,No
LN100359,23,Salaried,793100,737,Business,1197000,60,1,32.1,11.73,East,Approved,No
LN100360,34,Self-Employed,308200,661,Business,473000,72,0,32.1,11.85,South,Rejected,No
LN100361,47,Business Owner,278300,737,Vehicle,44000,60,2,25.3,11.9,East,Approved,No
LN100362,53,Salaried,399000,567,Home,87000,60,2,24.8,13.42,South,Rejected,No
LN100363,44,Salaried,382400,729,Vehicle,474000,36,2,27.3,11.89,Central,Approved,No
LN100364,55,Salaried,456200,540,Vehicle,433000,72,0,35.6,13.5,East,Approved,No
LN100365,31,Self-Employed,921600,685,Home,326000,24,0,46.9,13.56,West,Rejected,No
LN100366,27,Salaried,592300,756,Business,870000,36,2,5.4,11.86,East,Approved,No
LN100367,24,Business Owner,724100,740,Medical,339000,24,1,39.5,11.81,South,Approved,No
LN100368,44,Self-Employed,331500,616,Home,77000,36,2,30.7,12.21,East,Rejected,No
LN100369,47,Salaried,504200,624,Business,693000,60,0,38.3,13.09,Central,Rejected,No
LN100370,32,Business Owner,897800,655,Personal,1018000,24,0,46.2,12.29,South,Rejected,No
LN100371,52,Business Owner,901600,712,Education,695000,24,1,22.9,12.32,South,Rejected,No
LN100372,50,Salaried,436400,568,Personal,558000,72,2,43.3,13.66,Central,Rejected,No
LN100373,35,Salaried,710400,699,Home,1172000,24,2,17.0,13.53,South,Approved,No
LN100374,30,Salaried,2178400,720,Home,344000,60,1,33.5,12.93,Central,Rejected,No
LN100375,50,Salaried,643700,682,Medical,751000,36,0,29.1,11.34,North,Approved,No
LN100376,47,Salaried,444000,734,Personal,209000,72,0,32.6,11.4,West,Approved,No
LN100377,27,Business Owner,590800,715,Education,535000,60,1,20.1,10.27,East,Rejected,No
LN100378,31,Salaried,683800,665,Vehicle,561000,12,1,37.2,10.94,North,Rejected,No
LN100379,40,Salaried,598100,574,Medical,456000,72,2,51.0,13.59,North,Rejected,No
LN100380,41,Self-Employed,638900,709,Vehicle,271000,48,1,20.3,10.83,South,Rejected,No
LN100381,27,Self-Employed,293900,638,Medical,430000,36,0,34.3,13.73,West,Approved,No
LN100382,58,Business Owner,382800,662,Business,285000,60,1,42.3,13.4,South,Rejected,No
LN100383,36,Business Owner,598700,731,Vehicle,963000,60,2,28.4,11.5,South,Rejected,No
LN100384,36,Salaried,593500,792,Personal,417000,36,1,48.3,11.47,East,Rejected,No
LN100385,23,Salaried,476100,698,Personal,727000,36,1,26.8,12.95,Central,Approved,No
LN100386,56,Student,171864,736,Business,176000,24,1,30.6,12.9,North,Approved,No
LN100387,30,Self-Employed,672200,606,Vehicle,508000,60,3,20.1,11.83,West,Rejected,No
LN100388,60,Student,169317,716,Home,220000,84,2,33.5,11.19,Central,Rejected,No
LN100389,40,Salaried,615500,696,Home,885000,48,2,32.0,11.85,East,Approved,No
LN100390,55,Business Owner,809600,780,Personal,745000,84,0,39.6,11.88,Central,Approved,No
LN100391,28,Self-Employed,482600,665,Business,397000,24,1,24.4,11.76,East,Rejected,No
LN100392,27,Salaried,890400,684,Business,963000,60,0,23.8,12.26,West,Approved,No
LN100393,53,Self-Employed,799200,769,Personal,875000,84,1,37.5,12.98,West,Rejected,No
LN100394,53,Self-Employed,1046500,694,Home,862000,60,0,48.8,11.51,North,Rejected,No
LN100395,42,Salaried,962300,628,Home,1336000,24,2,39.5,12.48,East,Rejected,No
LN100396,22,Salaried,898500,850,Business,700000,36,1,54.2,10.41,East,Rejected,No
LN100397,58,Business Owner,615800,630,Personal,536000,24,1,38.7,12.17,North,Rejected,No
LN100398,36,Salaried,743700,696,Business,840000,60,0,38.2,12.01,South,Rejected,No
LN100399,58,Salaried,1166700,723,Home,2074000,84,5,40.2,11.54,West,Rejected,No
LN100400,55,Salaried,454100,717,Vehicle,247000,36,0,49.9,12.7,North,Approved,No
LN100401,55,Salaried,460100,688,Medical,227000,24,2,46.9,12.6,South,Rejected,No
LN100402,48,Business Owner,718200,688,Home,288000,36,1,19.0,12.01,North,Approved,No
LN100403,47,Business Owner,816800,685,Home,1039000,60,2,41.6,12.17,North,Rejected,No
LN100404,42,Salaried,413100,627,Personal,357000,60,0,35.2,12.54,East,Rejected,No
LN100405,21,Student,203723,840,Personal,155000,36,0,29.7,10.6,North,Approved,No
LN100406,36,Business Owner,617200,686,Medical,276000,60,2,10.7,11.43,South,Rejected,No
LN100407,50,Salaried,192200,739,Medical,310000,24,2,13.5,11.54,North,Approved,No
LN100408,53,Business Owner,576100,678,Personal,492000,60,1,27.6,10.74,Central,Approved,No
LN100409,43,Salaried,596100,677,Home,675000,48,3,14.4,11.97,Central,Approved,No
LN100410,49,Student,244105,670,Vehicle,71000,24,1,27.9,11.55,North,Approved,No
LN100411,21,Self-Employed,1416200,599,Business,402000,60,1,40.6,12.81,North,Rejected,No
LN100412,39,Self-Employed,333000,690,Vehicle,71000,60,1,25.0,10.84,South,Approved,No
LN100413,41,Salaried,413000,674,Medical,299000,48,1,33.0,12.01,North,Rejected,No
LN100414,56,Business Owner,154500,776,Personal,140000,60,1,19.2,11.29,West,Approved,No
LN100415,33,Salaried,498900,622,Home,257000,60,0,35.6,13.06,East,Rejected,No
LN100416,30,Salaried,522900,662,Personal,363000,36,1,38.1,11.65,East,Rejected,No
LN100417,35,Salaried,491000,642,Personal,54000,84,1,14.9,12.35,Central,Rejected,No
LN100418,27,Business Owner,1195400,794,Home,833000,84,1,23.0,11.85,West,Approved,No
LN100419,43,Salaried,1043500,643,Vehicle,316000,24,2,16.8,11.76,South,Approved,No
LN100420,46,Business Owner,678400,737,Personal,216000,84,1,38.1,11.88,East,Approved,No
LN100421,53,Self-Employed,530100,763,Home,57000,60,1,34.0,10.12,South,Approved,No
LN100422,59,Salaried,1143000,691,Vehicle,1467000,24,2,31.4,11.45,East,Rejected,No
LN100423,23,Salaried,643000,611,Personal,1082000,60,0,30.5,12.89,North,Approved,No
LN100424,30,Salaried,414400,611,Business,479000,12,2,35.9,13.5,South,Rejected,No
LN100425,33,Self-Employed,252900,756,Personal,67000,60,2,36.1,11.26,South,Approved,No
LN100426,30,Business Owner,509900,618,Medical,909000,84,1,26.1,14.4,North,Rejected,No
LN100427,54,Salaried,984400,725,Medical,1731000,36,3,24.4,11.85,South,Rejected,No
LN100428,26,Business Owner,2273500,707,Vehicle,2037000,60,1,31.3,11.06,West,Approved,No
LN100429,22,Salaried,672400,725,Home,191000,36,1,29.7,12.67,South,Approved,Yes
LN100430,55,Business Owner,426700,731,Business,565000,60,1,56.7,11.52,Central,Rejected,No
LN100431,59,Business Owner,338700,639,Education,587000,72,0,27.4,12.63,South,Approved,No
LN100432,30,Business Owner,880600,637,Business,1254000,36,0,35.5,11.97,Central,Approved,Yes
LN100433,34,Self-Employed,246300,746,Personal,286000,60,1,37.6,10.85,North,Rejected,No
LN100434,41,Business Owner,879800,659,Vehicle,1002000,36,2,48.8,13.45,South,Approved,Yes
LN100435,42,Salaried,1019100,521,Personal,1796000,60,1,22.3,13.03,North,Approved,No
LN100436,60,Salaried,826300,742,Personal,185000,60,0,48.1,13.3,South,Approved,No
LN100437,37,Salaried,576000,633,Medical,204000,60,0,30.2,11.8,North,Rejected,No
LN100438,21,Salaried,886900,730,Education,1341000,36,2,62.0,11.44,East,Rejected,No
LN100439,37,Business Owner,714100,791,Medical,248000,60,3,36.4,11.07,North,Approved,No
LN100440,43,Self-Employed,423700,701,Home,318000,60,2,17.3,13.67,North,Approved,No
LN100441,41,Business Owner,1798500,765,Business,1041000,60,1,29.6,12.03,South,Approved,No
LN100442,41,Salaried,535700,710,Medical,275000,60,2,48.0,12.73,West,Rejected,No
LN100443,57,Self-Employed,995900,803,Vehicle,143000,72,0,33.0,11.64,South,Approved,No
LN100444,53,Salaried,171900,631,Home,183000,36,3,31.3,12.22,North,Rejected,No
LN100445,31,Salaried,1311600,699,Business,1026000,12,0,40.6,14.16,North,Rejected,No
LN100446,35,Self-Employed,1458000,744,Business,1513000,84,0,27.9,11.89,West,Approved,No
LN100447,47,Student,236003,688,Vehicle,146000,12,1,29.5,12.31,West,Approved,No
LN100448,37,Self-Employed,883900,775,Personal,1503000,84,1,20.7,11.83,East,Approved,No
LN100449,38,Salaried,883700,672,Business,977000,60,0,52.7,11.88,East,Approved,No
LN100450,27,Self-Employed,456400,835,Home,791000,84,2,17.3,9.96,South,Approved,No
LN100451,31,Salaried,878200,838,Personal,610000,60,0,34.0,10.8,East,Approved,No
LN100452,50,Business Owner,416600,718,Vehicle,43000,72,2,37.8,12.72,West,Approved,No
LN100453,54,Self-Employed,465100,736,Home,664000,60,1,31.8,10.82,West,Approved,No
LN100454,52,Salaried,1208100,777,Business,1820000,60,2,17.0,10.99,South,Approved,No
LN100455,33,Salaried,1111000,623,Vehicle,222000,36,1,20.0,12.19,West,Rejected,No
LN100456,26,Salaried,440700,615,Medical,513000,12,1,38.3,11.76,East,Rejected,No
LN100457,27,Student,186903,782,Personal,229000,36,0,22.6,10.78,West,Approved,No
LN100458,36,Salaried,455700,718,Personal,158000,84,1,7.1,11.64,West,Approved,No
LN100459,41,Business Owner,972600,685,Vehicle,1011000,36,2,36.6,11.22,West,Rejected,No
LN100460,56,Self-Employed,375000,701,Vehicle,193000,60,0,21.5,12.74,North,Rejected,No
LN100461,56,Self-Employed,790900,545,Business,101000,60,0,39.6,13.78,South,Rejected,No
LN100462,21,Salaried,980200,688,Personal,1543000,36,0,29.6,12.3,South,Approved,No
LN100463,49,Student,69820,651,Business,65000,84,0,29.0,12.35,South,Approved,No
LN100464,32,Salaried,1132900,760,Vehicle,1619000,12,0,32.6,10.8,East,Approved,Yes
LN100465,28,Self-Employed,549800,765,Education,731000,60,0,18.3,10.71,West,Rejected,No
LN100466,43,Self-Employed,577900,737,Home,1034000,48,1,22.1,11.73,East,Rejected,No
LN100467,22,Self-Employed,379700,726,Business,321000,12,0,28.9,11.28,East,Approved,No
LN100468,34,Student,113195,603,Vehicle,94000,36,0,18.3,12.59,East,Rejected,No
LN100469,43,Salaried,426400,738,Personal,247000,60,0,40.6,11.31,South,Rejected,No
LN100470,31,Salaried,787900,741,Vehicle,916000,24,0,28.3,11.92,South,Rejected,No
LN100471,44,Salaried,625000,781,Vehicle,579000,72,0,14.6,11.31,North,Approved,No
LN100472,39,Salaried,364300,838,Personal,488000,60,2,25.3,9.61,West,Approved,No
LN100473,52,Salaried,465000,590,Personal,328000,24,0,33.2,12.98,North,Rejected,No
LN100474,28,Salaried,1390700,675,Medical,448000,36,1,26.6,11.02,South,Approved,No
LN100475,23,Salaried,726200,652,Home,1137000,24,0,36.8,11.23,South,Approved,No
LN100476,42,Salaried,373100,711,Personal,563000,60,4,38.9,11.69,East,Approved,No
LN100477,31,Salaried,768900,701,Home,536000,60,1,60.8,14.69,Central,Rejected,No
LN100478,49,Self-Employed,599800,685,Business,764000,12,2,45.8,13.03,Central,Approved,No
LN100479,24,Self-Employed,4344600,767,Personal,4071000,60,0,12.4,11.97,North,Approved,No
LN100480,44,Salaried,760400,628,Vehicle,1060000,48,1,27.7,12.92,East,Rejected,No
LN100481,60,Salaried,527200,632,Business,402000,60,1,28.8,12.63,North,Rejected,No
LN100482,24,Salaried,1419400,633,Vehicle,1434000,12,1,38.9,13.36,West,Rejected,No
LN100483,33,Self-Employed,236100,677,Education,47000,12,1,20.8,11.48,South,Rejected,No
LN100484,54,Salaried,684600,620,Vehicle,272000,36,0,25.6,12.83,North,Rejected,No
LN100485,42,Salaried,1946700,697,Home,2782000,60,1,17.1,12.5,East,Approved,Yes
LN100486,27,Salaried,609800,689,Business,457000,60,0,24.8,12.42,South,Rejected,No
LN100487,29,Salaried,250500,649,Personal,40000,36,1,25.2,13.13,Central,Rejected,No
LN100488,51,Salaried,522800,757,Business,201000,36,2,28.2,11.6,North,Approved,No
LN100489,55,Self-Employed,1446600,696,Business,1157000,60,4,17.8,12.89,Central,Rejected,No
LN100490,35,Self-Employed,799400,769,Business,1056000,12,1,43.8,11.62,South,Approved,No
LN100491,39,Self-Employed,409800,687,Vehicle,294000,60,0,37.7,13.75,North,Rejected,No
LN100492,52,Self-Employed,445900,698,Home,609000,48,1,14.6,12.01,West,Approved,No
LN100493,28,Self-Employed,477800,663,Vehicle,745000,36,1,32.3,12.06,East,Approved,No
LN100494,29,Salaried,792800,700,Medical,539000,60,1,13.2,10.73,Central,Rejected,No
LN100495,51,Business Owner,1356900,746,Medical,1982000,36,0,48.1,11.49,East,Rejected,No
LN100496,28,Self-Employed,1159600,673,Business,366000,60,0,51.4,12.05,East,Rejected,No
LN100497,51,Salaried,835300,734,Education,673000,24,3,31.3,11.67,North,Rejected,No
LN100498,40,Self-Employed,312500,647,Home,83000,48,3,21.8,11.3,Central,Rejected,No
LN100499,60,Salaried,313100,749,Business,59000,60,1,24.0,12.34,West,Approved,Yes
LN100500,22,Salaried,871500,662,Home,183000,12,1,26.6,12.27,East,Rejected,No
LN100501,58,Self-Employed,310100,755,Personal,86000,60,2,30.7,11.6,West,Approved,No
LN100502,30,Business Owner,574200,704,Vehicle,873000,60,1,48.4,11.59,North,Rejected,No
LN100503,22,Business Owner,768400,799,Education,787000,84,2,43.5,10.98,Central,Approved,No
LN100504,49,Salaried,347700,625,Personal,595000,36,2,43.7,11.36,East,Approved,No
LN100505,42,Self-Employed,370000,604,Medical,375000,36,2,34.0,13.98,West,Rejected,No
LN100506,54,Business Owner,617200,660,Business,721000,36,1,18.2,11.01,West,Approved,No
LN100507,25,Salaried,857500,610,Vehicle,355000,72,3,22.8,11.58,South,Rejected,No
LN100508,24,Business Owner,1165400,610,Vehicle,1188000,48,0,32.7,13.75,West,Rejected,No
LN100509,43,Salaried,907600,740,Medical,685000,36,2,17.6,11.62,West,Approved,No
LN100510,56,Salaried,676900,700,Personal,1140000,60,0,35.6,12.2,North,Rejected,No
LN100511,37,Salaried,431200,669,Vehicle,728000,12,2,41.7,12.75,West,Approved,No
LN100512,52,Business Owner,360700,675,Personal,158000,60,0,38.5,13.06,East,Rejected,No
LN100513,57,Salaried,490800,661,Education,566000,48,0,38.1,12.56,West,Rejected,No
LN100514,55,Salaried,814400,807,Home,965000,60,1,9.6,9.53,West,Approved,No
LN100515,41,Salaried,782200,652,Business,826000,60,2,48.0,13.32,North,Rejected,No
LN100516,48,Salaried,204800,614,Personal,64000,36,1,13.2,12.54,North,Rejected,No
LN100517,42,Salaried,421900,752,Home,511000,60,1,30.2,12.38,North,Rejected,No
LN100518,47,Business Owner,1260700,686,Education,1839000,60,2,39.4,11.45,West,Rejected,No
LN100519,43,Salaried,678900,833,Medical,466000,24,0,36.3,10.56,Central,Approved,No
LN100520,42,Business Owner,298200,666,Personal,291000,72,1,16.7,12.19,West,Approved,No
LN100521,38,Business Owner,2374800,755,Personal,707000,60,0,18.8,10.59,West,Approved,No
LN100522,47,Salaried,639700,770,Home,1076000,84,3,35.4,9.9,East,Approved,No
LN100523,51,Salaried,803000,666,Medical,230000,60,0,38.1,12.59,East,Approved,No
LN100524,57,Self-Employed,809700,652,Business,368000,36,1,18.7,12.7,Central,Rejected,No
LN100525,45,Salaried,531000,748,Personal,323000,48,2,36.7,11.67,North,Approved,No
LN100526,25,Salaried,435600,737,Education,655000,36,0,13.8,11.66,South,Approved,No
LN100527,44,Student,62650,608,Personal,81000,12,0,39.5,13.23,South,Rejected,No
LN100528,33,Student,242374,627,Business,27000,48,4,21.4,12.35,North,Approved,No
LN100529,22,Business Owner,1021500,535,Business,421000,36,2,33.0,13.47,East,Rejected,No
LN100530,23,Salaried,892400,739,Medical,1227000,12,1,31.0,12.63,South,Approved,No
LN100531,44,Self-Employed,374300,683,Personal,294000,72,1,45.9,11.83,East,Approved,No
LN100532,58,Self-Employed,1312400,689,Vehicle,190000,24,3,34.9,12.73,North,Approved,No
LN100533,41,Salaried,408800,590,Vehicle,711000,60,0,24.8,11.9,South,Approved,No
LN100534,38,Self-Employed,759600,629,Business,271000,60,1,36.3,12.14,North,Rejected,No
LN100535,24,Salaried,263800,669,Education,255000,60,0,57.7,13.75,Central,Rejected,No
LN100536,48,Salaried,211600,656,Education,110000,24,1,40.9,11.75,East,Rejected,No
LN100537,23,Self-Employed,774400,708,Personal,1048000,60,2,31.3,11.77,West,Rejected,No
